QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,NumberWaiting,NumberWaitingQF,Available,AvailableQF,Unavailable,UnavailableQF,MedicalTotal,MedicalTotalQF,MedicalOtherMedicalCondition,MedicalOtherMedicalConditionQF,MedicalIndefinitelyUnavailable,MedicalIndefinitelyUnavailableQF,MedicalOther,MedicalOtherQF,PatientAdvisedTotal,PatientAdvisedTotalQF,PatientAdvisedHoliday,PatientAdvisedHolidayQF,PatientAdvisedPersonalCommitment,PatientAdvisedPersonalCommitmentQF,PatientAdvisedWorkCommitment,PatientAdvisedWorkCommitmentQF,PatientAdvisedCarerCommitment,PatientAdvisedCarerCommitmentQF,PatientAdvisedAcademicCommitment,PatientAdvisedAcademicCommitmentQF,PatientAdvisedJuryDuty,PatientAdvisedJuryDutyQF,PatientAdvisedWeather,PatientAdvisedWeatherQF,PatientAdvisedIndefinitelyUnavailable,PatientAdvisedIndefinitelyUnavailableQF,PatientAdvisedOther,PatientAdvisedOtherQF,PatientRequestedTotal,PatientRequestedTotalQF,PatientRequestedNamedConsultant,PatientRequestedNamedConsultantQF,PatientRequestedTreatedLocalHealthBoard,PatientRequestedTreatedLocalHealthBoardQF,SuspensionExceptionalCircumstances,SuspensionExceptionalCircumstancesQF,PFBUnavailability,PFBUnavailabilityQF
20170630,S92000003,d,Inpatient/Day case,C6,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20170930,S92000003,d,Inpatient/Day case,C6,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20171231,S92000003,d,Inpatient/Day case,C6,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180331,S92000003,d,Inpatient/Day case,C6,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180630,S92000003,d,Inpatient/Day case,C6,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180930,S92000003,d,Inpatient/Day case,C6,,783,,746,,37,,10,,10,,0,,0,,26,,8,,13,,4,,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
20181231,S92000003,d,Inpatient/Day case,C6,,864,,828,,36,,14,,14,,0,,0,,22,,7,,12,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190331,S92000003,d,Inpatient/Day case,C6,,888,,849,,39,,13,,13,,0,,0,,26,,10,,11,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190630,S92000003,d,Inpatient/Day case,C6,,833,,789,,44,,8,,8,,0,,0,,36,,8,,22,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20190930,S92000003,d,Inpatient/Day case,C6,,901,,867,,34,,15,,15,,0,,0,,19,,6,,9,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20191231,S92000003,d,Inpatient/Day case,C6,,867,,816,,51,,17,,17,,0,,0,,34,,12,,20,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200331,S92000003,d,Inpatient/Day case,C6,,891,,867,,24,,11,,11,,0,,0,,13,,3,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S92000003,d,Inpatient/Day case,C6,,1173,,1170,,3,,0,,0,,0,,0,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S92000003,d,Inpatient/Day case,C6,,1273,,1259,,14,,0,,0,,0,,0,,12,,4,,6,,2,,0,,0,,0,,0,,0,,0,,1,,1,,0,,1,,0,
20201231,S92000003,d,Inpatient/Day case,C6,,1220,,1208,,12,,4,,4,,0,,0,,5,,0,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
20210331,S92000003,d,Inpatient/Day case,C6,,1320,,1297,,23,,12,,12,,0,,0,,6,,0,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,
20210630,S92000003,d,Inpatient/Day case,C6,,1392,,1359,,33,,9,,9,,0,,0,,23,,4,,15,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20210930,S92000003,d,Inpatient/Day case,C6,,1457,,1431,,26,,9,,9,,0,,0,,12,,2,,8,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,,0,
20211231,S92000003,d,Inpatient/Day case,C6,,1556,,1530,,26,,8,,8,,0,,0,,14,,1,,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,
20220331,S92000003,d,Inpatient/Day case,C6,,1556,,1544,,12,,4,,4,,0,,0,,5,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
20130630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20140331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20140630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20140930,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20141231,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20150331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20150630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20150930,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20151231,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20160331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20160630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20160930,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20161231,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20170331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20170630,S92000003,d,Inpatient/Day case,F3,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20170930,S92000003,d,Inpatient/Day case,F3,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20171231,S92000003,d,Inpatient/Day case,F3,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180331,S92000003,d,Inpatient/Day case,F3,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180630,S92000003,d,Inpatient/Day case,F3,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180930,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20181231,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20190331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20190630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20190930,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20191231,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20200331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20200630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20200930,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20210331,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20210630,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20211231,S92000003,d,Inpatient/Day case,F3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20121231,S92000003,d,Inpatient/Day case,C7,,6306,,5236,,1070,,234,,29,,2,,203,,755,,35,,74,,6,,0,,2,,0,,0,,6,,632,,81,,5,,76,,0,,0,
20130331,S92000003,d,Inpatient/Day case,C7,,6506,,5649,,857,,204,,103,,11,,90,,561,,52,,77,,7,,5,,4,,0,,0,,3,,413,,91,,32,,59,,0,,1,
20130630,S92000003,d,Inpatient/Day case,C7,,7023,,5867,,1156,,214,,143,,6,,65,,504,,163,,194,,9,,12,,2,,0,,0,,15,,109,,436,,261,,175,,0,,2,
20130930,S92000003,d,Inpatient/Day case,C7,,7651,,6658,,993,,200,,147,,17,,36,,453,,169,,160,,23,,7,,2,,0,,0,,17,,75,,340,,222,,118,,0,,0,
20131231,S92000003,d,Inpatient/Day case,C7,,7658,,6288,,1370,,250,,207,,8,,35,,542,,155,,264,,20,,9,,2,,0,,4,,57,,31,,577,,311,,266,,0,,1,
20140331,S92000003,d,Inpatient/Day case,C7,,7540,,6185,,1355,,220,,216,,2,,2,,391,,114,,217,,17,,14,,5,,0,,1,,20,,3,,744,,396,,348,,0,,0,
20140630,S92000003,d,Inpatient/Day case,C7,,7353,,6054,,1299,,200,,196,,3,,1,,504,,241,,233,,17,,6,,0,,0,,0,,6,,1,,595,,312,,283,,0,,0,
20140930,S92000003,d,Inpatient/Day case,C7,,7396,,6251,,1145,,239,,238,,1,,0,,356,,156,,181,,8,,7,,3,,0,,0,,1,,0,,550,,319,,231,,0,,0,
20141231,S92000003,d,Inpatient/Day case,C7,,7087,,5588,,1499,,279,,278,,1,,0,,555,,177,,349,,16,,11,,2,,0,,0,,0,,0,,664,,460,,204,,0,,1,
20150331,S92000003,d,Inpatient/Day case,C7,,7224,,6315,,909,,270,,270,,0,,0,,344,,125,,193,,16,,4,,6,,0,,0,,0,,0,,295,,222,,73,,0,,0,
20150630,S92000003,d,Inpatient/Day case,C7,,7082,,6080,,1002,,223,,223,,0,,0,,482,,229,,224,,17,,4,,2,,0,,1,,0,,5,,297,,194,,103,,0,,0,
20150930,S92000003,d,Inpatient/Day case,C7,,7575,,6632,,943,,181,,181,,0,,0,,434,,200,,203,,17,,8,,3,,0,,0,,0,,3,,328,,188,,140,,0,,0,
20151231,S92000003,d,Inpatient/Day case,C7,,7722,,6686,,1036,,210,,210,,0,,0,,484,,139,,321,,13,,4,,2,,0,,0,,0,,5,,342,,225,,117,,0,,0,
20160331,S92000003,d,Inpatient/Day case,C7,,8193,,7307,,886,,179,,179,,0,,0,,414,,128,,231,,13,,6,,2,,0,,0,,0,,34,,293,,184,,109,,0,,0,
20160630,S92000003,d,Inpatient/Day case,C7,,8485,,7483,,1002,,190,,190,,0,,0,,563,,233,,287,,14,,7,,3,,0,,0,,0,,19,,249,,170,,79,,0,,0,
20160930,S92000003,d,Inpatient/Day case,C7,,8756,,8101,,655,,144,,144,,0,,0,,441,,216,,200,,14,,9,,0,,0,,1,,0,,1,,70,,70,,0,,0,,0,
20161231,S92000003,d,Inpatient/Day case,C7,,8721,,8054,,667,,132,,132,,0,,0,,477,,147,,301,,21,,7,,0,,0,,1,,0,,0,,58,,35,,23,,0,,0,
20170331,S92000003,d,Inpatient/Day case,C7,,9404,,8840,,564,,152,,152,,0,,0,,338,,115,,204,,14,,3,,2,,0,,0,,0,,0,,74,,49,,25,,0,,0,
20170630,S92000003,d,Inpatient/Day case,C7,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20170930,S92000003,d,Inpatient/Day case,C7,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20171231,S92000003,d,Inpatient/Day case,C7,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180331,S92000003,d,Inpatient/Day case,C7,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180630,S92000003,d,Inpatient/Day case,C7,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180930,S92000003,d,Inpatient/Day case,C7,,12087,,11479,,608,,114,,114,,0,,0,,465,,233,,218,,8,,5,,1,,0,,0,,0,,0,,29,,18,,11,,0,,0,
20181231,S92000003,d,Inpatient/Day case,C7,,12575,,11891,,684,,125,,125,,0,,0,,489,,152,,316,,18,,3,,0,,0,,0,,0,,0,,70,,36,,34,,0,,0,
20190331,S92000003,d,Inpatient/Day case,C7,,11315,,10752,,563,,175,,175,,0,,0,,350,,143,,189,,11,,5,,2,,0,,0,,0,,0,,38,,15,,23,,0,,0,
20190630,S92000003,d,Inpatient/Day case,C7,,11161,,10556,,605,,126,,126,,0,,0,,433,,210,,206,,6,,11,,0,,0,,0,,0,,0,,46,,8,,38,,0,,0,
20190930,S92000003,d,Inpatient/Day case,C7,,13004,,12311,,693,,129,,129,,0,,0,,488,,247,,218,,16,,7,,0,,0,,0,,0,,0,,76,,10,,66,,0,,0,
20191231,S92000003,d,Inpatient/Day case,C7,,13346,,12618,,728,,146,,146,,0,,0,,538,,163,,352,,16,,7,,0,,0,,0,,0,,0,,44,,2,,42,,0,,0,
20200331,S92000003,d,Inpatient/Day case,C7,,12811,,12310,,501,,133,,133,,0,,0,,330,,94,,215,,15,,5,,1,,0,,0,,0,,0,,33,,3,,30,,5,,0,
20200630,S92000003,d,Inpatient/Day case,C7,,13108,,12953,,155,,40,,40,,0,,0,,101,,39,,60,,2,,0,,0,,0,,0,,0,,0,,2,,2,,0,,12,,0,
20200930,S92000003,d,Inpatient/Day case,C7,,11718,,11390,,328,,92,,92,,0,,0,,152,,22,,116,,6,,6,,2,,0,,0,,0,,0,,1,,0,,1,,83,,0,
20201231,S92000003,d,Inpatient/Day case,C7,,9312,,8750,,562,,135,,135,,0,,0,,256,,8,,226,,15,,6,,1,,0,,0,,0,,0,,2,,2,,0,,169,,0,
20210331,S92000003,d,Inpatient/Day case,C7,,9933,,9632,,301,,112,,112,,0,,0,,114,,1,,100,,7,,6,,0,,0,,0,,0,,0,,6,,4,,2,,69,,0,
20210630,S92000003,d,Inpatient/Day case,C7,,10130,,9773,,357,,132,,132,,0,,0,,215,,33,,162,,14,,6,,0,,0,,0,,0,,0,,2,,1,,1,,8,,0,
20210930,S92000003,d,Inpatient/Day case,C7,,11435,,11109,,326,,131,,131,,0,,0,,181,,52,,113,,12,,4,,0,,0,,0,,0,,0,,4,,4,,0,,10,,0,
20211231,S92000003,d,Inpatient/Day case,C7,,13395,,13020,,375,,128,,128,,0,,0,,244,,43,,183,,14,,3,,1,,0,,0,,0,,0,,0,,0,,0,,3,,0,
20220331,S92000003,d,Inpatient/Day case,C7,,15503,,15074,,429,,163,,163,,0,,0,,243,,50,,171,,12,,8,,2,,0,,0,,0,,0,,2,,1,,1,,21,,0,
20121231,S92000003,d,Inpatient/Day case,RH,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20151231,S92000003,d,Inpatient/Day case,RH,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20170630,S92000003,d,Inpatient/Day case,RH,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20170930,S92000003,d,Inpatient/Day case,RH,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20190930,S92000003,d,Inpatient/Day case,RH,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20121231,S92000003,d,Inpatient/Day case,C13,,1298,,1110,,188,,27,,14,,0,,13,,127,,11,,34,,9,,1,,5,,0,,0,,4,,63,,34,,0,,34,,0,,0,
20130331,S92000003,d,Inpatient/Day case,C13,,1548,,1294,,254,,53,,27,,1,,25,,150,,20,,37,,18,,2,,11,,0,,0,,11,,51,,51,,2,,49,,0,,0,
20130630,S92000003,d,Inpatient/Day case,C13,,1832,,1479,,353,,44,,31,,2,,11,,190,,37,,58,,25,,1,,11,,0,,0,,15,,43,,118,,27,,91,,0,,1,
20130930,S92000003,d,Inpatient/Day case,C13,,2042,,1638,,404,,65,,57,,1,,7,,177,,46,,45,,22,,1,,18,,0,,0,,15,,30,,162,,48,,114,,0,,0,
20131231,S92000003,d,Inpatient/Day case,C13,,2106,,1655,,451,,88,,82,,3,,3,,233,,26,,111,,43,,2,,12,,0,,4,,25,,10,,128,,53,,75,,0,,2,
20140331,S92000003,d,Inpatient/Day case,C13,,2027,,1694,,333,,70,,70,,0,,0,,174,,26,,86,,28,,3,,20,,0,,0,,11,,0,,89,,34,,55,,0,,0,
20140630,S92000003,d,Inpatient/Day case,C13,,2076,,1674,,402,,49,,49,,0,,0,,211,,65,,104,,29,,1,,3,,0,,0,,4,,5,,142,,38,,104,,0,,0,
20140930,S92000003,d,Inpatient/Day case,C13,,2101,,1763,,338,,34,,34,,0,,0,,165,,32,,87,,30,,4,,9,,0,,0,,0,,3,,139,,55,,84,,0,,0,
20141231,S92000003,d,Inpatient/Day case,C13,,1984,,1586,,398,,51,,51,,0,,0,,230,,22,,151,,43,,2,,12,,0,,0,,0,,0,,117,,55,,62,,0,,0,
20150331,S92000003,d,Inpatient/Day case,C13,,2233,,1878,,355,,54,,54,,0,,0,,165,,24,,86,,29,,2,,18,,0,,0,,0,,6,,136,,41,,95,,0,,0,
20150630,S92000003,d,Inpatient/Day case,C13,,2304,,1821,,483,,47,,47,,0,,0,,256,,86,,127,,28,,3,,9,,0,,0,,0,,3,,180,,44,,136,,0,,0,
20150930,S92000003,d,Inpatient/Day case,C13,,2219,,1782,,437,,60,,60,,0,,0,,180,,38,,110,,23,,2,,6,,0,,0,,0,,1,,197,,31,,166,,0,,0,
20151231,S92000003,d,Inpatient/Day case,C13,,1866,,1436,,430,,63,,63,,0,,0,,223,,28,,132,,40,,0,,7,,0,,0,,0,,16,,144,,30,,114,,0,,0,
20160331,S92000003,d,Inpatient/Day case,C13,,1813,,1516,,297,,44,,44,,0,,0,,177,,28,,71,,25,,3,,14,,0,,0,,0,,36,,76,,19,,57,,0,,0,
20160630,S92000003,d,Inpatient/Day case,C13,,1785,,1527,,258,,50,,50,,0,,0,,193,,59,,99,,15,,2,,3,,0,,1,,0,,14,,15,,14,,1,,0,,0,
20160930,S92000003,d,Inpatient/Day case,C13,,1983,,1768,,215,,45,,45,,0,,0,,147,,34,,82,,26,,2,,2,,0,,1,,0,,0,,23,,5,,18,,0,,0,
20161231,S92000003,d,Inpatient/Day case,C13,,1916,,1701,,215,,43,,43,,0,,0,,169,,24,,120,,19,,2,,4,,0,,0,,0,,0,,3,,1,,2,,0,,0,
20170331,S92000003,d,Inpatient/Day case,C13,,2041,,1845,,196,,74,,74,,0,,0,,113,,25,,66,,12,,2,,8,,0,,0,,0,,0,,9,,3,,6,,0,,0,
20170630,S92000003,d,Inpatient/Day case,C13,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20170930,S92000003,d,Inpatient/Day case,C13,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20171231,S92000003,d,Inpatient/Day case,C13,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180331,S92000003,d,Inpatient/Day case,C13,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180630,S92000003,d,Inpatient/Day case,C13,,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:,,:
20180930,S92000003,d,Inpatient/Day case,C13,,2594,,2420,,174,,37,,37,,0,,0,,128,,39,,73,,10,,1,,4,,0,,0,,1,,0,,9,,1,,8,,0,,0,
20181231,S92000003,d,Inpatient/Day case,C13,,2575,,2375,,200,,32,,31,,1,,0,,151,,30,,99,,20,,0,,1,,0,,0,,1,,0,,17,,3,,14,,0,,0,
20190331,S92000003,d,Inpatient/Day case,C13,,2715,,2524,,191,,26,,26,,0,,0,,156,,31,,89,,19,,1,,16,,0,,0,,0,,0,,9,,1,,8,,0,,0,
20190630,S92000003,d,Inpatient/Day case,C13,,2631,,2415,,216,,26,,26,,0,,0,,188,,63,,104,,14,,2,,3,,0,,0,,2,,0,,2,,1,,1,,0,,0,
20190930,S92000003,d,Inpatient/Day case,C13,,2553,,2379,,174,,28,,28,,0,,0,,144,,43,,74,,18,,1,,5,,0,,0,,3,,0,,1,,0,,1,,1,,0,
20191231,S92000003,d,Inpatient/Day case,C13,,2710,,2487,,223,,29,,29,,0,,0,,194,,28,,133,,24,,2,,6,,0,,0,,1,,0,,0,,0,,0,,0,,0,
20200331,S92000003,d,Inpatient/Day case,C13,,2346,,2236,,110,,21,,21,,0,,0,,89,,18,,51,,10,,4,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200630,S92000003,d,Inpatient/Day case,C13,,2422,,2387,,35,,3,,3,,0,,0,,32,,10,,17,,3,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
20200930,S92000003,d,Inpatient/Day case,C13,,2362,,2314,,48,,8,,8,,0,,0,,40,,3,,21,,12,,2,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,
20201231,S92000003,d,Inpatient/Day case,C13,,2358,,2292,,66,,5,,5,,0,,0,,53,,1,,36,,14,,0,,1,,0,,0,,1,,0,,0,,0,,0,,8,,0,
20210331,S92000003,d,Inpatient/Day case,C13,,2501,,2461,,40,,4,,4,,0,,0,,29,,0,,16,,8,,0,,2,,0,,0,,1,,2,,0,,0,,0,,7,,0,
20210630,S92000003,d,Inpatient/Day case,C13,,2545,,2470,,75,,14,,14,,0,,0,,60,,12,,34,,10,,1,,3,,0,,0,,0,,0,,0,,0,,0,,1,,0,
20210930,S92000003,d,Inpatient/Day case,C13,,2778,,2723,,55,,12,,12,,0,,0,,43,,4,,26,,5,,3,,3,,0,,0,,2,,0,,0,,0,,0,,0,,0,
20211231,S92000003,d,Inpatient/Day case,C13,,3125,,3038,,87,,23,,23,,0,,0,,63,,5,,36,,19,,0,,2,,0,,0,,1,,0,,0,,0,,0,,1,,0,
20220331,S92000003,d,Inpatient/Day case,C13,,3393,,3292,,101,,46,,46,,0,,0,,47,,4,,33,,7,,0,,3,,0,,0,,0,,0,,0,,0,,0,,8,,0,
20121231,S92000003,d,Inpatient/Day case,D3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20130331,S92000003,d,Inpatient/Day case,D3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20130630,S92000003,d,Inpatient/Day case,D3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
20130930,S92000003,d,Inpatient/Day case,D3,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
