"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","Additions","AdditionsQF","Removals","RemovalsQF","Attended","AttendedQF","ReferredBackToGP","ReferredBackToGPQF","Transferred","TransferredQF","TreatmentNoLongerRequired","TreatmentNoLongerRequiredQF","OtherReasons","OtherReasonsQF"
"20211231","S08000015",,"New Outpatient","A6",,69,,76,,64,,8,,0,,0,,4,
"20160630","S08000015",,"New Outpatient","AD",,1,,1,,0,,0,,0,,0,,1,
"20121231","S08000015",,"New Outpatient","AD",,1,,1,,0,,0,,1,,0,,0,
"20130630","S08000015",,"New Outpatient","AH",,651,,630,,529,,67,,0,,13,,21,
"20140630","S08000015",,"New Outpatient","AH",,681,,442,,346,,51,,4,,21,,20,
"20150630","S08000015",,"New Outpatient","AH",,884,,937,,783,,89,,0,,25,,40,
"20160630","S08000015",,"New Outpatient","AH",,998,,846,,665,,101,,1,,31,,48,
"20170630","S08000015",,"New Outpatient","AH",,880,,1025,,770,,101,,1,,110,,43,
"20180630","S08000015",,"New Outpatient","AH",,1051,,922,,718,,68,,0,,96,,40,
"20190630","S08000015",,"New Outpatient","AH",,1078,,1524,,1147,,156,,1,,61,,159,
"20200630","S08000015",,"New Outpatient","AH",,573,,167,,106,,21,,0,,3,,37,
"20210630","S08000015",,"New Outpatient","AH",,932,,591,,327,,56,,2,,15,,191,
"20130930","S08000015",,"New Outpatient","AH",,693,,697,,591,,60,,2,,24,,20,
"20140930","S08000015",,"New Outpatient","AH",,782,,791,,628,,98,,3,,26,,36,
"20150930","S08000015",,"New Outpatient","AH",,907,,629,,491,,88,,1,,21,,28,
"20160930","S08000015",,"New Outpatient","AH",,845,,816,,663,,88,,0,,24,,41,
"20170930","S08000015",,"New Outpatient","AH",,945,,779,,590,,67,,2,,82,,38,
"20180930","S08000015",,"New Outpatient","AH",,1027,,485,,361,,55,,2,,30,,37,
"20190930","S08000015",,"New Outpatient","AH",,1024,,1240,,968,,140,,0,,37,,95,
"20200930","S08000015",,"New Outpatient","AH",,863,,355,,173,,34,,0,,5,,143,
"20210930","S08000015",,"New Outpatient","AH",,772,,758,,484,,100,,1,,20,,153,
"20130331","S08000015",,"New Outpatient","AH",,677,,569,,468,,70,,2,,15,,14,
"20140331","S08000015",,"New Outpatient","AH",,849,,644,,526,,66,,2,,23,,27,
"20150331","S08000015",,"New Outpatient","AH",,809,,1383,,1143,,138,,1,,44,,57,
"20160331","S08000015",,"New Outpatient","AH",,824,,840,,665,,107,,0,,24,,44,
"20170331","S08000015",,"New Outpatient","AH",,914,,948,,747,,116,,0,,18,,67,
"20180331","S08000015",,"New Outpatient","AH",,1017,,1018,,767,,67,,0,,146,,38,
"20190331","S08000015",,"New Outpatient","AH",,1014,,1006,,755,,99,,0,,59,,93,
"20200331","S08000015",,"New Outpatient","AH",,951,,697,,524,,66,,0,,14,,93,
"20210331","S08000015",,"New Outpatient","AH",,843,,609,,338,,14,,0,,14,,243,
"20220331","S08000015",,"New Outpatient","AH",,827,,513,,325,,35,,5,,10,,138,
"20121231","S08000015",,"New Outpatient","AH",,673,,687,,560,,74,,0,,22,,31,
"20131231","S08000015",,"New Outpatient","AH",,720,,863,,739,,75,,1,,23,,25,
"20141231","S08000015",,"New Outpatient","AH",,790,,602,,446,,97,,4,,24,,31,
"20151231","S08000015",,"New Outpatient","AH",,853,,907,,719,,115,,1,,24,,48,
"20161231","S08000015",,"New Outpatient","AH",,878,,867,,670,,100,,1,,45,,51,
"20171231","S08000015",,"New Outpatient","AH",,886,,1277,,977,,105,,2,,158,,35,
"20181231","S08000015",,"New Outpatient","AH",,971,,755,,525,,71,,0,,57,,102,
"20191231","S08000015",,"New Outpatient","AH",,1048,,1181,,953,,107,,2,,44,,75,
"20201231","S08000015",,"New Outpatient","AH",,926,,477,,288,,34,,0,,10,,145,
"20211231","S08000015",,"New Outpatient","AH",,807,,872,,613,,90,,1,,30,,138,
"20170630","S08000015",,"New Outpatient","C6",,4,,0,,0,,0,,0,,0,,0,
"20180630","S08000015",,"New Outpatient","C6",,18,,12,,12,,0,,0,,0,,0,
"20190630","S08000015",,"New Outpatient","C6",,1,,11,,10,,1,,0,,0,,0,
"20170930","S08000015",,"New Outpatient","C6",,18,,0,,0,,0,,0,,0,,0,
"20180930","S08000015",,"New Outpatient","C6",,18,,9,,6,,0,,0,,3,,0,
"20190930","S08000015",,"New Outpatient","C6",,0,,1,,0,,0,,1,,0,,0,
"20170331","S08000015",,"New Outpatient","C6",,5,,0,,0,,0,,0,,0,,0,
"20180331","S08000015",,"New Outpatient","C6",,1,,3,,3,,0,,0,,0,,0,
"20190331","S08000015",,"New Outpatient","C6",,0,,23,,19,,0,,0,,3,,1,
"20161231","S08000015",,"New Outpatient","C6",,2,,0,,0,,0,,0,,0,,0,
"20171231","S08000015",,"New Outpatient","C6",,8,,14,,11,,0,,0,,3,,0,
"20181231","S08000015",,"New Outpatient","C6",,0,,2,,0,,0,,0,,2,,0,
"20130630","S08000015",,"New Outpatient","C7",,3772,,3477,,3044,,176,,7,,88,,162,
"20140630","S08000015",,"New Outpatient","C7",,3933,,3784,,3275,,210,,1,,110,,188,
"20150630","S08000015",,"New Outpatient","C7",,3671,,3191,,2734,,151,,3,,90,,213,
"20160630","S08000015",,"New Outpatient","C7",,4383,,4146,,3637,,220,,3,,110,,176,
"20170630","S08000015",,"New Outpatient","C7",,3920,,4022,,3580,,172,,3,,66,,201,
"20180630","S08000015",,"New Outpatient","C7",,3806,,3790,,3337,,233,,0,,82,,138,
"20190630","S08000015",,"New Outpatient","C7",,3858,,3882,,3393,,262,,2,,67,,158,
"20200630","S08000015",,"New Outpatient","C7",,1492,,1605,,1451,,25,,0,,21,,108,
"20210630","S08000015",,"New Outpatient","C7",,3617,,3153,,2593,,139,,0,,70,,351,
"20130930","S08000015",,"New Outpatient","C7",,3787,,4006,,3387,,265,,9,,140,,205,
"20140930","S08000015",,"New Outpatient","C7",,3777,,3918,,3395,,224,,2,,97,,200,
"20150930","S08000015",,"New Outpatient","C7",,3852,,3813,,3322,,177,,0,,108,,206,
"20160930","S08000015",,"New Outpatient","C7",,4108,,4127,,3607,,214,,2,,78,,226,
"20170930","S08000015",,"New Outpatient","C7",,3560,,3498,,3127,,155,,3,,66,,147,
"20180930","S08000015",,"New Outpatient","C7",,3669,,3917,,3478,,226,,4,,79,,130,
"20190930","S08000015",,"New Outpatient","C7",,3818,,4021,,3516,,224,,0,,87,,194,
"20200930","S08000015",,"New Outpatient","C7",,2620,,1956,,1675,,78,,0,,22,,181,
"20210930","S08000015",,"New Outpatient","C7",,3209,,3102,,2537,,128,,0,,76,,361,
"20130331","S08000015",,"New Outpatient","C7",,3576,,3354,,2905,,176,,7,,98,,168,
"20140331","S08000015",,"New Outpatient","C7",,3906,,3698,,3214,,197,,13,,104,,170,
"20150331","S08000015",,"New Outpatient","C7",,3705,,3595,,3188,,176,,4,,86,,141,
"20160331","S08000015",,"New Outpatient","C7",,3989,,3684,,3225,,203,,1,,80,,175,
"20170331","S08000015",,"New Outpatient","C7",,4168,,4620,,4097,,175,,2,,114,,232,
"20180331","S08000015",,"New Outpatient","C7",,3590,,3642,,3130,,238,,0,,63,,211,
"20190331","S08000015",,"New Outpatient","C7",,4270,,3862,,3404,,213,,2,,72,,171,
"20200331","S08000015",,"New Outpatient","C7",,3463,,3853,,3377,,173,,0,,89,,214,
"20210331","S08000015",,"New Outpatient","C7",,2780,,2580,,2088,,99,,1,,64,,328,
"20220331","S08000015",,"New Outpatient","C7",,3182,,3926,,3159,,159,,1,,104,,503,
"20121231","S08000015",,"New Outpatient","C7",,3494,,3553,,3116,,174,,23,,84,,156,
"20131231","S08000015",,"New Outpatient","C7",,3854,,3936,,3433,,189,,20,,110,,184,
"20141231","S08000015",,"New Outpatient","C7",,3615,,3774,,3338,,218,,1,,74,,143,
"20151231","S08000015",,"New Outpatient","C7",,3629,,3909,,3439,,181,,0,,93,,196,
"20161231","S08000015",,"New Outpatient","C7",,3692,,3832,,3372,,130,,6,,90,,234,
"20171231","S08000015",,"New Outpatient","C7",,3922,,3802,,3346,,166,,3,,111,,176,
"20181231","S08000015",,"New Outpatient","C7",,3876,,3728,,3288,,216,,3,,101,,120,
"20191231","S08000015",,"New Outpatient","C7",,3960,,3714,,3245,,234,,1,,78,,156,
"20201231","S08000015",,"New Outpatient","C7",,3003,,2393,,2025,,120,,0,,44,,204,
"20211231","S08000015",,"New Outpatient","C7",,3278,,3070,,2503,,168,,0,,84,,315,
"20130630","S08000015",,"New Outpatient","C13",,1151,,1077,,870,,113,,0,,58,,36,
"20140630","S08000015",,"New Outpatient","C13",,1210,,1210,,955,,145,,0,,77,,33,
"20150630","S08000015",,"New Outpatient","C13",,1299,,1006,,805,,104,,1,,62,,34,
"20160630","S08000015",,"New Outpatient","C13",,1087,,1165,,928,,109,,1,,79,,48,
"20170630","S08000015",,"New Outpatient","C13",,1004,,1170,,926,,122,,1,,86,,35,
"20180630","S08000015",,"New Outpatient","C13",,1158,,1309,,894,,69,,1,,73,,272,
"20190630","S08000015",,"New Outpatient","C13",,1345,,1371,,1153,,120,,0,,68,,30,
"20200630","S08000015",,"New Outpatient","C13",,221,,97,,63,,1,,0,,3,,30,
"20210630","S08000015",,"New Outpatient","C13",,911,,463,,368,,13,,1,,12,,69,
"20130930","S08000015",,"New Outpatient","C13",,1201,,1139,,917,,112,,1,,73,,36,
"20140930","S08000015",,"New Outpatient","C13",,1130,,1464,,1242,,133,,1,,65,,23,
"20150930","S08000015",,"New Outpatient","C13",,1330,,1097,,896,,111,,1,,54,,35,
"20160930","S08000015",,"New Outpatient","C13",,1109,,1038,,833,,104,,0,,73,,28,
"20170930","S08000015",,"New Outpatient","C13",,1161,,1061,,863,,108,,2,,56,,32,
"20180930","S08000015",,"New Outpatient","C13",,1218,,1411,,1152,,123,,1,,60,,75,
"20190930","S08000015",,"New Outpatient","C13",,1344,,1306,,1117,,98,,0,,56,,35,
"20200930","S08000015",,"New Outpatient","C13",,580,,291,,204,,6,,0,,9,,72,
"20210930","S08000015",,"New Outpatient","C13",,887,,678,,505,,52,,1,,47,,73,
"20130331","S08000015",,"New Outpatient","C13",,1130,,1099,,913,,65,,0,,69,,52,
"20140331","S08000015",,"New Outpatient","C13",,1167,,1048,,876,,99,,0,,43,,30,
"20150331","S08000015",,"New Outpatient","C13",,1246,,1195,,993,,103,,0,,72,,27,
"20160331","S08000015",,"New Outpatient","C13",,1048,,952,,765,,86,,0,,69,,32,
"20170331","S08000015",,"New Outpatient","C13",,1150,,1104,,878,,98,,1,,89,,38,
"20180331","S08000015",,"New Outpatient","C13",,1159,,1416,,1006,,89,,0,,89,,232,
"20190331","S08000015",,"New Outpatient","C13",,1258,,1387,,1146,,66,,1,,144,,30,
"20200331","S08000015",,"New Outpatient","C13",,1109,,1044,,780,,47,,1,,49,,167,
"20210331","S08000015",,"New Outpatient","C13",,734,,335,,253,,5,,0,,23,,54,
"20220331","S08000015",,"New Outpatient","C13",,944,,616,,468,,31,,3,,42,,72,
"20121231","S08000015",,"New Outpatient","C13",,1136,,1226,,988,,86,,1,,81,,70,
"20131231","S08000015",,"New Outpatient","C13",,1283,,1419,,1186,,114,,3,,60,,56,
"20141231","S08000015",,"New Outpatient","C13",,1318,,1002,,802,,103,,1,,51,,45,
"20151231","S08000015",,"New Outpatient","C13",,1245,,1077,,885,,92,,1,,67,,32,
"20161231","S08000015",,"New Outpatient","C13",,976,,1192,,951,,121,,0,,71,,49,
"20171231","S08000015",,"New Outpatient","C13",,1227,,1204,,962,,114,,1,,88,,39,
"20181231","S08000015",,"New Outpatient","C13",,1278,,1369,,1073,,75,,0,,58,,163,
"20191231","S08000015",,"New Outpatient","C13",,1292,,1245,,1069,,94,,1,,55,,26,
"20201231","S08000015",,"New Outpatient","C13",,739,,320,,249,,7,,0,,8,,56,
"20211231","S08000015",,"New Outpatient","C13",,945,,766,,588,,51,,0,,57,,70,
"20130630","S08000015",,"New Outpatient","D5",,281,,234,,201,,24,,0,,4,,5,
"20140630","S08000015",,"New Outpatient","D5",,215,,221,,182,,33,,1,,1,,4,
"20150630","S08000015",,"New Outpatient","D5",,208,,204,,175,,24,,0,,3,,2,
"20160630","S08000015",,"New Outpatient","D5",,226,,225,,198,,19,,0,,5,,3,
"20170630","S08000015",,"New Outpatient","D5",,166,,178,,158,,12,,0,,6,,2,
"20180630","S08000015",,"New Outpatient","D5",,124,,164,,148,,6,,0,,2,,8,
"20190630","S08000015",,"New Outpatient","D5",,159,,183,,161,,7,,0,,4,,11,
"20200630","S08000015",,"New Outpatient","D5",,5,,0,,0,,0,,0,,0,,0,
"20210630","S08000015",,"New Outpatient","D5",,66,,54,,48,,5,,0,,0,,1,
"20130930","S08000015",,"New Outpatient","D5",,205,,271,,232,,31,,0,,2,,6,
"20140930","S08000015",,"New Outpatient","D5",,227,,268,,241,,24,,0,,1,,2,
"20150930","S08000015",,"New Outpatient","D5",,237,,207,,177,,27,,0,,2,,1,
"20160930","S08000015",,"New Outpatient","D5",,203,,222,,199,,16,,0,,2,,5,
"20170930","S08000015",,"New Outpatient","D5",,146,,138,,121,,12,,0,,2,,3,
"20180930","S08000015",,"New Outpatient","D5",,170,,98,,89,,9,,0,,0,,0,
"20190930","S08000015",,"New Outpatient","D5",,157,,120,,93,,12,,0,,2,,13,
"20200930","S08000015",,"New Outpatient","D5",,20,,2,,1,,0,,0,,0,,1,
"20210930","S08000015",,"New Outpatient","D5",,94,,73,,59,,8,,0,,4,,2,
"20130331","S08000015",,"New Outpatient","D5",,261,,242,,221,,18,,1,,0,,2,
"20140331","S08000015",,"New Outpatient","D5",,231,,236,,203,,17,,1,,7,,8,
"20150331","S08000015",,"New Outpatient","D5",,202,,225,,200,,23,,0,,0,,2,
"20160331","S08000015",,"New Outpatient","D5",,204,,224,,203,,16,,0,,1,,4,
"20170331","S08000015",,"New Outpatient","D5",,178,,187,,173,,11,,0,,1,,2,
"20180331","S08000015",,"New Outpatient","D5",,165,,220,,194,,21,,0,,0,,5,
"20190331","S08000015",,"New Outpatient","D5",,141,,155,,141,,4,,0,,2,,8,
"20200331","S08000015",,"New Outpatient","D5",,129,,172,,160,,9,,0,,3,,0,
"20210331","S08000015",,"New Outpatient","D5",,31,,9,,7,,1,,0,,0,,1,
"20220331","S08000015",,"New Outpatient","D5",,71,,48,,45,,1,,0,,0,,2,
"20121231","S08000015",,"New Outpatient","D5",,268,,218,,190,,19,,0,,1,,8,
"20131231","S08000015",,"New Outpatient","D5",,266,,226,,193,,19,,0,,4,,10,
"20141231","S08000015",,"New Outpatient","D5",,202,,254,,206,,41,,0,,0,,7,
"20151231","S08000015",,"New Outpatient","D5",,187,,215,,185,,22,,0,,3,,5,
"20161231","S08000015",,"New Outpatient","D5",,182,,165,,148,,11,,0,,3,,3,
"20171231","S08000015",,"New Outpatient","D5",,161,,104,,96,,4,,0,,2,,2,
"20181231","S08000015",,"New Outpatient","D5",,147,,118,,103,,7,,0,,4,,4,
"20191231","S08000015",,"New Outpatient","D5",,148,,144,,129,,2,,0,,4,,9,
"20201231","S08000015",,"New Outpatient","D5",,36,,19,,15,,1,,0,,2,,1,
"20211231","S08000015",,"New Outpatient","D5",,78,,144,,126,,9,,0,,2,,7,
"20130630","S08000015",,"New Outpatient","AF",,762,,729,,593,,53,,7,,30,,46,
"20140630","S08000015",,"New Outpatient","AF",,837,,772,,652,,44,,14,,25,,37,
"20150630","S08000015",,"New Outpatient","AF",,844,,734,,603,,49,,21,,20,,41,
"20160630","S08000015",,"New Outpatient","AF",,934,,989,,829,,52,,11,,25,,72,
"20170630","S08000015",,"New Outpatient","AF",,868,,957,,785,,61,,21,,22,,68,
"20180630","S08000015",,"New Outpatient","AF",,985,,922,,730,,45,,28,,23,,96,
"20190630","S08000015",,"New Outpatient","AF",,995,,984,,799,,34,,40,,28,,83,
"20200630","S08000015",,"New Outpatient","AF",,303,,579,,522,,7,,6,,8,,36,
"20210630","S08000015",,"New Outpatient","AF",,812,,588,,484,,21,,19,,5,,59,
"20130930","S08000015",,"New Outpatient","AF",,703,,730,,601,,49,,3,,30,,47,
"20140930","S08000015",,"New Outpatient","AF",,741,,814,,674,,50,,10,,38,,42,
"20150930","S08000015",,"New Outpatient","AF",,762,,890,,739,,67,,9,,32,,43,
"20160930","S08000015",,"New Outpatient","AF",,817,,871,,722,,51,,11,,35,,52,
"20170930","S08000015",,"New Outpatient","AF",,818,,837,,699,,45,,20,,32,,41,
"20180930","S08000015",,"New Outpatient","AF",,921,,875,,685,,47,,34,,20,,89,
"20190930","S08000015",,"New Outpatient","AF",,854,,868,,700,,31,,20,,29,,88,
"20200930","S08000015",,"New Outpatient","AF",,619,,485,,397,,14,,15,,9,,50,
"20210930","S08000015",,"New Outpatient","AF",,743,,565,,471,,16,,8,,7,,63,
"20130331","S08000015",,"New Outpatient","AF",,828,,789,,676,,42,,0,,23,,48,
"20140331","S08000015",,"New Outpatient","AF",,875,,887,,753,,49,,3,,28,,54,
"20150331","S08000015",,"New Outpatient","AF",,869,,836,,720,,42,,14,,35,,25,
"20160331","S08000015",,"New Outpatient","AF",,1039,,937,,795,,50,,13,,21,,58,
"20170331","S08000015",,"New Outpatient","AF",,1084,,978,,853,,41,,7,,20,,57,
"20180331","S08000015",,"New Outpatient","AF",,1008,,910,,762,,40,,22,,13,,73,
"20190331","S08000015",,"New Outpatient","AF",,1043,,1091,,929,,37,,29,,17,,79,
"20200331","S08000015",,"New Outpatient","AF",,859,,1010,,809,,42,,22,,20,,117,
"20210331","S08000015",,"New Outpatient","AF",,587,,668,,572,,10,,17,,14,,55,
"20220331","S08000015",,"New Outpatient","AF",,889,,657,,540,,21,,14,,14,,68,
"20121231","S08000015",,"New Outpatient","AF",,754,,733,,625,,45,,1,,26,,36,
"20131231","S08000015",,"New Outpatient","AF",,801,,773,,658,,45,,7,,23,,40,
"20141231","S08000015",,"New Outpatient","AF",,816,,825,,714,,45,,9,,23,,34,
"20151231","S08000015",,"New Outpatient","AF",,889,,837,,696,,56,,20,,19,,46,
"20161231","S08000015",,"New Outpatient","AF",,951,,991,,807,,58,,29,,22,,75,
"20171231","S08000015",,"New Outpatient","AF",,933,,926,,774,,53,,18,,13,,68,
"20181231","S08000015",,"New Outpatient","AF",,990,,979,,775,,44,,38,,18,,104,
"20191231","S08000015",,"New Outpatient","AF",,1063,,998,,822,,42,,19,,21,,94,
"20201231","S08000015",,"New Outpatient","AF",,673,,670,,605,,11,,10,,8,,36,
"20211231","S08000015",,"New Outpatient","AF",,839,,841,,655,,33,,20,,23,,110,
"20140630","S08000015",,"New Outpatient","CA",,5,,1,,1,,0,,0,,0,,0,
"20150630","S08000015",,"New Outpatient","CA",,97,,48,,43,,2,,0,,3,,0,
"20160630","S08000015",,"New Outpatient","CA",,103,,157,,141,,3,,0,,4,,9,
"20170630","S08000015",,"New Outpatient","CA",,91,,102,,95,,1,,0,,4,,2,
"20180630","S08000015",,"New Outpatient","CA",,73,,64,,59,,1,,0,,2,,2,
"20190630","S08000015",,"New Outpatient","CA",,82,,71,,66,,0,,0,,4,,1,
"20200630","S08000015",,"New Outpatient","CA",,41,,1,,1,,0,,0,,0,,0,
"20210630","S08000015",,"New Outpatient","CA",,70,,127,,106,,10,,0,,1,,10,
"20130930","S08000015",,"New Outpatient","CA",,1,,0,,0,,0,,0,,0,,0,
"20140930","S08000015",,"New Outpatient","CA",,20,,6,,6,,0,,0,,0,,0,
"20150930","S08000015",,"New Outpatient","CA",,107,,148,,133,,9,,0,,6,,0,
"20160930","S08000015",,"New Outpatient","CA",,108,,81,,75,,4,,0,,1,,1,
"20170930","S08000015",,"New Outpatient","CA",,96,,36,,30,,2,,1,,1,,2,
"20180930","S08000015",,"New Outpatient","CA",,63,,77,,69,,2,,0,,3,,3,
"20190930","S08000015",,"New Outpatient","CA",,97,,55,,47,,3,,0,,2,,3,
"20200930","S08000015",,"New Outpatient","CA",,98,,10,,7,,0,,0,,2,,1,
"20210930","S08000015",,"New Outpatient","CA",,72,,115,,99,,8,,0,,3,,5,
"20140331","S08000015",,"New Outpatient","CA",,0,,1,,1,,0,,0,,0,,0,
"20150331","S08000015",,"New Outpatient","CA",,91,,19,,19,,0,,0,,0,,0,
"20160331","S08000015",,"New Outpatient","CA",,124,,140,,120,,7,,0,,10,,3,
"20170331","S08000015",,"New Outpatient","CA",,106,,91,,89,,2,,0,,0,,0,
"20180331","S08000015",,"New Outpatient","CA",,100,,55,,53,,0,,0,,0,,2,
"20190331","S08000015",,"New Outpatient","CA",,87,,94,,84,,4,,0,,3,,3,
"20200331","S08000015",,"New Outpatient","CA",,91,,107,,99,,5,,0,,2,,1,
"20210331","S08000015",,"New Outpatient","CA",,84,,76,,60,,1,,1,,4,,10,
"20220331","S08000015",,"New Outpatient","CA",,87,,92,,82,,3,,0,,2,,5,
"20131231","S08000015",,"New Outpatient","CA",,2,,2,,2,,0,,0,,0,,0,
"20141231","S08000015",,"New Outpatient","CA",,31,,26,,26,,0,,0,,0,,0,
"20151231","S08000015",,"New Outpatient","CA",,114,,93,,80,,4,,0,,2,,7,
"20161231","S08000015",,"New Outpatient","CA",,86,,153,,143,,8,,0,,1,,1,
"20171231","S08000015",,"New Outpatient","CA",,84,,145,,137,,1,,0,,3,,4,
"20181231","S08000015",,"New Outpatient","CA",,84,,101,,92,,3,,0,,3,,3,
"20191231","S08000015",,"New Outpatient","CA",,95,,111,,110,,0,,0,,1,,0,
"20201231","S08000015",,"New Outpatient","CA",,68,,45,,39,,1,,0,,3,,2,
"20211231","S08000015",,"New Outpatient","CA",,87,,123,,107,,12,,0,,3,,1,
"20130630","S08000015",,"New Outpatient","C9",,247,,233,,204,,10,,0,,9,,10,
"20140630","S08000015",,"New Outpatient","C9",,268,,270,,216,,7,,0,,14,,33,
"20150630","S08000015",,"New Outpatient","C9",,246,,216,,163,,5,,1,,6,,41,
"20160630","S08000015",,"New Outpatient","C9",,229,,223,,165,,3,,1,,3,,51,
"20170630","S08000015",,"New Outpatient","C9",,260,,211,,176,,4,,1,,5,,25,
"20180630","S08000015",,"New Outpatient","C9",,206,,224,,182,,1,,4,,6,,31,
"20190630","S08000015",,"New Outpatient","C9",,239,,159,,116,,2,,6,,8,,27,
"20200630","S08000015",,"New Outpatient","C9",,85,,77,,67,,1,,0,,4,,5,
"20210630","S08000015",,"New Outpatient","C9",,145,,131,,111,,3,,0,,2,,15,
"20130930","S08000015",,"New Outpatient","C9",,278,,257,,233,,6,,0,,7,,11,
"20140930","S08000015",,"New Outpatient","C9",,266,,275,,210,,6,,0,,14,,45,
"20150930","S08000015",,"New Outpatient","C9",,258,,287,,229,,5,,0,,4,,49,
"20160930","S08000015",,"New Outpatient","C9",,274,,270,,215,,5,,0,,9,,41,
"20170930","S08000015",,"New Outpatient","C9",,270,,231,,198,,3,,0,,5,,25,
"20180930","S08000015",,"New Outpatient","C9",,271,,179,,133,,2,,5,,3,,36,
"20190930","S08000015",,"New Outpatient","C9",,232,,342,,268,,6,,6,,16,,46,
"20200930","S08000015",,"New Outpatient","C9",,121,,80,,69,,2,,0,,0,,9,
"20210930","S08000015",,"New Outpatient","C9",,145,,169,,143,,2,,0,,9,,15,
"20130331","S08000015",,"New Outpatient","C9",,268,,212,,167,,7,,0,,9,,29,
"20140331","S08000015",,"New Outpatient","C9",,254,,247,,219,,4,,4,,8,,12,
"20150331","S08000015",,"New Outpatient","C9",,244,,288,,218,,8,,2,,7,,53,
"20160331","S08000015",,"New Outpatient","C9",,230,,213,,171,,2,,0,,5,,35,
"20170331","S08000015",,"New Outpatient","C9",,233,,227,,187,,2,,0,,4,,34,
"20180331","S08000015",,"New Outpatient","C9",,208,,244,,199,,2,,2,,9,,32,
"20190331","S08000015",,"New Outpatient","C9",,205,,190,,149,,4,,4,,9,,24,
"20200331","S08000015",,"New Outpatient","C9",,217,,178,,149,,2,,6,,7,,14,
"20210331","S08000015",,"New Outpatient","C9",,125,,104,,86,,3,,0,,3,,12,
"20220331","S08000015",,"New Outpatient","C9",,172,,191,,146,,4,,0,,5,,36,
"20121231","S08000015",,"New Outpatient","C9",,242,,309,,246,,7,,0,,6,,50,
"20131231","S08000015",,"New Outpatient","C9",,236,,269,,236,,14,,1,,5,,13,
"20141231","S08000015",,"New Outpatient","C9",,248,,227,,171,,2,,2,,4,,48,
"20151231","S08000015",,"New Outpatient","C9",,236,,252,,206,,3,,0,,6,,37,
"20161231","S08000015",,"New Outpatient","C9",,217,,237,,184,,1,,1,,12,,39,
"20171231","S08000015",,"New Outpatient","C9",,208,,252,,196,,8,,3,,14,,31,
