FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2013/14,"",S08000031,"",AH,"",Neurology,"",Medical Grouping,"",42,"",77.6,"",15509,"",32.97534246575343,"",12036,""
2013/14,"",S08000031,"",AM,"",Palliative Medicine,"",Medical Grouping,"",0,"",100,"",7,"",0.019178082191780823,"",7,""
2013/14,"",S08000031,"",AP,"",Rehabilitation Medicine,"",Medical Grouping,"",104,"",79.8,"",38140,"",83.42191780821918,"",30449,""
2013/14,"",S08000031,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",99,"",94.7,"",36167,"",93.79452054794521,"",34235,""
2013/14,"",S08000031,"",AR,"",Rheumatology,"",Medical Grouping,"",25,"",97,"",9276,"",24.649315068493152,"",8997,""
2013/14,"",S08000031,"",AW,"",Allergy,"",Medical Grouping,"",0,"",100,"",4,"",0.010958904109589041,"",4,""
2013/14,"",S08000031,"",C1,"",General Surgery,"",Surgery Grouping,"",556,"",81.9,"",203065,"",455.5835616438356,"",166288,""
2013/14,"",S08000031,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",20,"",92.3,"",7433,"",18.802739726027397,"",6863,""
2013/14,"",S08000031,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",15,"",64,"",5530,"",9.7013698630137,"",3541,""
2013/14,"",S08000031,"",C3,"",Anaesthetics,"",Surgery Grouping,"",58,"",53,"",21059,"",30.589041095890412,"",11165,""
2013/14,"",S08000031,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",12,"",71.5,"",4484,"",8.780821917808218,"",3205,""
2013/14,"",S08000031,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",54,"",75.5,"",19817,"",40.97260273972603,"",14955,""
2013/14,"",S08000031,"",C6,"",Neurosurgery,"",Surgery Grouping,"",82,"",77.7,"",29895,"",63.67123287671233,"",23240,""
2013/14,"",S08000031,"",C7,"",Ophthalmology,"",Surgery Grouping,"",16,"",74.9,"",5908,"",12.126027397260273,"",4426,""
2013/14,"",S08000031,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",353,"",77.3,"",128719,"",272.7013698630137,"",99536,""
2013/14,"",S08000031,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",54,"",67.5,"",19545,"",36.14794520547945,"",13194,""
2013/14,"",S08000031,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",40,"",65.1,"",14779,"",26.339726027397262,"",9614,""
2013/14,"",S08000031,"",CB,"",Urology,"",Surgery Grouping,"",92,"",85.3,"",33730,"",78.83561643835617,"",28775,""
2013/14,"",S08000031,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",4,"",0.010958904109589041,"",4,""
2013/14,"",S08000031,"",D3,"",Oral Surgery,"",Dental Grouping,"",0,"",100,"",105,"",0.2876712328767123,"",105,""
2013/14,"",S08000031,"",D5,"",Orthodontics,"",Dental Grouping,"",0,"",100,"",2,"",0.005479452054794521,"",2,""
2013/14,"",S08000031,"",D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",1,"",48.8,"",375,"",0.5013698630136987,"",183,""
2013/14,"",S08000031,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",72,"",58.5,"",26200,"",42.016438356164386,"",15336,""
2013/14,"",S08000031,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",184,"",69.3,"",67263,"",127.6986301369863,"",46610,""
2013/14,"",S08000031,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",543,"",90.8,"",198364,"",493.53698630136984,"",180141,""
2013/14,"",S08000031,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",27,"",99.2,"",9984,"",27.126027397260273,"",9901,""
2013/14,"",S08000031,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",120,"",92.8,"",43696,"",111.0931506849315,"",40549,""
2013/14,"",S08000031,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",453,"",87.4,"",165504,"",396.2904109589041,"",144646,""
2013/14,"",S08000031,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",44,"",99.5,"",16140,"",44.00821917808219,"",16063,""
2013/14,"",S08000031,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",322,"",82.3,"",117707,"",265.4164383561644,"",96877,""
2013/14,"",S08000031,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",84,"",0.23013698630136986,"",84,""
2013/14,"",S08000031,"",H2,"",Clinical Oncology,"",Medical Grouping,"",79,"",83.1,"",28768,"",65.52054794520548,"",23915,""
2013/14,"",S08000031,"",J4,"",Haematology,"",Medical Grouping,"",84,"",72,"",30788,"",60.75068493150685,"",22174,""
2013/14,"",S08000031,"",J5,"",Immunology,"",Medical Grouping,"",0,"",100,"",37,"",0.10136986301369863,"",37,""
2013/14,"",S08000031,"",T2,"",Midwifery,"",Women and Newborn Grouping,"",0,"",,z,0,"",0,"",0,""
2013/14,"",S08000031,"",XSU,"",Unspecified,"",Other Grouping,"",28,"",0,"",10158,"",0,"",0,""
2013/14,"",S08000031,"",,z,All Acute Specialties,d,All Acute Specialties,d,4280,"",85.4,"",1562241,"",3657.0520547945207,"",1334824,""
2013/14,"",S08000031,"",,z,All Specialties,d,All Specialties,d,6300,"",84.1,"",2299646,"",5296.575342465753,"",1933250,""
2013/14,"",S08000031,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",100,"",111,"",0.3041095890410959,"",111,""
2013/14,"",S08000031,"",,z,Emergency Grouping,d,Emergency Grouping,"",15,"",64,"",5530,"",9.7013698630137,"",3541,""
2013/14,"",S08000031,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",44,"",99.5,"",16140,"",44.00821917808219,"",16063,""
2013/14,"",S08000031,"",,z,Medical Grouping,d,Medical Grouping,"",2982,"",88.5,"",1088586,"",2638.841095890411,"",963177,""
2013/14,"",S08000031,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",1144,"",89.9,"",417548,"",1028.0465753424658,"",375237,""
2013/14,"",S08000031,"",,z,Other Grouping,d,Other Grouping,"",356,"",75.6,"",129809,"",268.85479452054796,"",98132,""
2013/14,"",S08000031,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",205,"",58,"",74804,"",118.89315068493151,"",43396,""
2013/14,"",S08000031,"",,z,Surgery Grouping,d,Surgery Grouping,"",1298,"",78.5,"",473655,"",1018.2109589041096,"",371647,""
2013/14,"",S08000031,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",256,"",66.3,"",93463,"",169.71506849315068,"",61946,""
2013/14,"",S08000032,"",A1,"",General Medicine,"",Medical Grouping,"",419,"",91.8,"",152927,"",384.758904109589,"",140437,""
2013/14,"",S08000032,"",A2,"",Cardiology,"",Medical Grouping,"",59,"",92.5,"",21489,"",54.44931506849315,"",19874,""
2013/14,"",S08000032,"",A6,"",Infectious Diseases,"",Medical Grouping,"",17,"",94.7,"",6190,"",16.06027397260274,"",5862,""
2013/14,"",S08000032,"",A7,"",Dermatology,"",Medical Grouping,"",10,"",98.6,"",3830,"",10.35068493150685,"",3778,""
2013/14,"",S08000032,"",A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",2,"",100,"",582,"",1.5945205479452054,"",582,""
2013/14,"",S08000032,"",A9,"",Gastroenterology,"",Medical Grouping,"",3,"",100,"",940,"",2.5753424657534247,"",940,""
2013/14,"",S08000032,"",AB,"",Geriatric Medicine,"",Medical Grouping,"",303,"",93.9,"",110439,"",284.1972602739726,"",103732,""
2013/14,"",S08000032,"",AD,"",Medical Oncology,"",Medical Grouping,"",0,"",,z,0,"",0,"",0,""
2013/14,"",S08000032,"",AF,"",Paediatrics,"",Paediatrics Grouping,"",68,"",54.3,"",24695,"",36.71780821917808,"",13402,""
2013/14,"",S08000032,"",AG,"",Renal Medicine,"",Medical Grouping,"",16,"",89.3,"",5811,"",14.210958904109589,"",5187,""
2013/14,"",S08000032,"",AM,"",Palliative Medicine,"",Medical Grouping,"",48,e,81.6,e,17520,e,39.15890410958904,e,14293,e
2013/14,"",S08000032,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",8,"",100,"",2933,"",8.035616438356165,"",2933,""
2013/14,"",S08000032,"",AR,"",Rheumatology,"",Medical Grouping,"",3,"",62.1,"",1033,"",1.7561643835616438,"",641,""
2013/14,"",S08000032,"",C1,"",General Surgery,"",Surgery Grouping,"",231,"",83.5,"",84417,"",193.0986301369863,"",70481,""
2013/14,"",S08000032,"",C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",5,"",87.2,"",1708,"",4.079452054794521,"",1489,""
2013/14,"",S08000032,"",C2,"",Accident & Emergency,"",Emergency Grouping,"",4,"",29.1,"",1571,"",1.252054794520548,"",457,""
2013/14,"",S08000032,"",C3,"",Anaesthetics,"",Surgery Grouping,"",14,"",25.2,"",5023,"",3.4684931506849317,"",1266,""
2013/14,"",S08000032,"",C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",24,"",49.9,"",8626,"",11.797260273972602,"",4306,""
2013/14,"",S08000032,"",C7,"",Ophthalmology,"",Surgery Grouping,"",1,"",100,"",381,"",1.0438356164383562,"",381,""
2013/14,"",S08000032,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",157,"",82.4,"",57478,"",129.72602739726028,"",47350,""
2013/14,"",S08000032,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",,z,0,"",0,"",0,""
2013/14,"",S08000032,"",CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",0,"",100,"",1,"",0.0027397260273972603,"",1,""
2013/14,"",S08000032,"",CB,"",Urology,"",Surgery Grouping,"",32,"",81.3,"",11804,"",26.306849315068494,"",9602,""
2013/14,"",S08000032,"",D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",,z,0,"",0,"",0,""
2013/14,"",S08000032,"",E12,"",GP Other than Obstetrics,"",Community Grouping,"",88,"",76.5,"",32144,"",67.36438356164383,"",24588,""
2013/14,"",S08000032,"",F2,"",Gynaecology,"",Women and Newborn Grouping,"",14,"",82.6,"",5217,"",11.810958904109588,"",4311,""
2013/14,"",S08000032,"",F3,"",Obstetrics,"",Women and Newborn Grouping,"",74,"",58.5,"",27145,"",43.47397260273973,"",15868,""
2013/14,"",S08000032,"",G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",167,"",79.9,"",60895,"",133.36712328767123,"",48679,""
2013/14,"",S08000032,"",G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",0,"",100,"",21,"",0.057534246575342465,"",21,""
2013/14,"",S08000032,"",G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",15,"",98,"",5475,"",14.706849315068494,"",5368,""
2013/14,"",S08000032,"",G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",346,"",72,"",126284,"",248.96712328767123,"",90873,""
2013/14,"",S08000032,"",G5,"",Learning Disability,"",Learning Disability Grouping,"",12,"",82.6,"",4380,"",9.906849315068493,"",3616,""
2013/14,"",S08000032,"",GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",269,"",87.4,"",98010,"",234.56986301369864,"",85618,""
2013/14,"",S08000032,"",H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",48,"",0.13150684931506848,"",48,""
2013/14,"",S08000032,"",J4,"",Haematology,"",Medical Grouping,"",15,"",99.3,"",5407,"",14.715068493150685,"",5371,""
2013/14,"",S08000032,"",,z,All Acute Specialties,d,All Acute Specialties,d,1366,"",88,"",498586,"",1201.5150684931507,"",438553,""
2013/14,"",S08000032,"",,z,All Specialties,d,All Specialties,d,2423,"",82.7,"",884424,"",2003.7123287671234,"",731355,""
2013/14,"",S08000032,"",,z,Community Grouping,d,Community Grouping,"",88,"",76.5,"",32144,"",67.36438356164383,"",24588,""
2013/14,"",S08000032,"",,z,Dental Grouping,d,Dental Grouping,"",0,"",,z,0,"",0,"",0,""
2013/14,"",S08000032,"",,z,Emergency Grouping,d,Emergency Grouping,"",4,"",29.1,"",1571,"",1.252054794520548,"",457,""
2013/14,"",S08000032,"",,z,Learning Disability Grouping,d,Learning Disability Grouping,"",12,"",82.6,"",4380,"",9.906849315068493,"",3616,""
2013/14,"",S08000032,"",,z,Medical Grouping,d,Medical Grouping,"",902,"",92.3,"",329149,"",831.9945205479452,"",303678,""
2013/14,"",S08000032,"",,z,Mental Health Grouping,d,Mental Health Grouping,"",528,"",75.2,"",192675,"",397.0986301369863,"",144941,""
2013/14,"",S08000032,"",,z,Other Grouping,d,Other Grouping,"",269,"",87.4,"",98010,"",234.56986301369864,"",85618,""
2013/14,"",S08000032,"",,z,Paediatrics Grouping,d,Paediatrics Grouping,"",68,"",54.3,"",24696,"",36.72054794520548,"",13403,""
2013/14,"",S08000032,"",,z,Surgery Grouping,d,Surgery Grouping,"",464,"",79.6,"",169437,"",369.52054794520546,"",134875,""
2013/14,"",S08000032,"",,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",89,"",62.4,"",32362,"",55.28493150684932,"",20179,""
2013/14,"",SB0801,"",A2,"",Cardiology,"",Medical Grouping,"",24,"",81.9,"",8632,"",19.372602739726027,"",7071,""
2013/14,"",SB0801,"",AQ,"",Respiratory Medicine,"",Medical Grouping,"",1,"",96.9,"",485,"",1.2876712328767124,"",470,""
2013/14,"",SB0801,"",C1,"",General Surgery,"",Surgery Grouping,"",1,"",65.5,"",470,"",0.8438356164383561,"",308,""
2013/14,"",SB0801,"",C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",94,"",74.5,"",34304,"",70.05753424657534,"",25571,""
2013/14,"",SB0801,"",C7,"",Ophthalmology,"",Surgery Grouping,"",0,"",,z,0,"",0,"",0,""
2013/14,"",SB0801,"",C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",61,"",68.9,"",22300,"",42.1013698630137,"",15367,""
2013/14,"",SB0801,"",C9,"",Plastic Surgery,"",Surgery Grouping,"",0,"",100,"",147,"",0.40273972602739727,"",147,""
2013/14,"",SB0801,"",,z,All Acute Specialties,d,All Acute Specialties,d,182,"",73.8,"",66338,"",134.06575342465754,"",48934,""
2013/14,"",SB0801,"",,z,All Specialties,d,All Specialties,d,182,"",73.8,"",66338,"",134.06575342465754,"",48934,""
2013/14,"",SB0801,"",,z,Medical Grouping,d,Medical Grouping,"",25,"",82.7,"",9117,"",20.660273972602738,"",7541,""
2013/14,"",SB0801,"",,z,Surgery Grouping,d,Surgery Grouping,"",157,"",72.3,"",57221,"",113.40547945205479,"",41393,""
2013/14,"",S92000003,d,A1,"",General Medicine,"",Medical Grouping,"",3496,"",88.2,"",1275952,"",3082.504109589041,"",1125114,""
2013/14,"",S92000003,d,A2,"",Cardiology,"",Medical Grouping,"",468,"",89.7,"",170647,"",419.14246575342463,"",152987,""
2013/14,"",S92000003,d,A6,"",Infectious Diseases,"",Medical Grouping,"",129,"",91.3,"",46919,"",117.32602739726028,"",42824,""
2013/14,"",S92000003,d,A7,"",Dermatology,"",Medical Grouping,"",55,"",82.5,"",19974,"",45.12054794520548,"",16469,""
2013/14,"",S92000003,d,A8,"",Endocrinology & Diabetes,"",Medical Grouping,"",23,"",88.9,"",8225,"",20.02191780821918,"",7308,""
2013/14,"",S92000003,d,A9,"",Gastroenterology,"",Medical Grouping,"",187,"",97,"",68383,"",181.71506849315068,"",66326,""
2013/14,"",S92000003,d,AB,"",Geriatric Medicine,"",Medical Grouping,"",3306,"",92.2,"",1206866,"",3048.7890410958903,"",1112808,""
2013/14,"",S92000003,d,AC,"",Homeopathy,"",Other Grouping,"",5,"",64.6,"",1944,"",3.4383561643835616,"",1255,""
2013/14,"",S92000003,d,AD,"",Medical Oncology,"",Medical Grouping,"",79,"",75.8,"",28882,"",59.94794520547945,"",21881,""
2013/14,"",S92000003,d,AF,"",Paediatrics,"",Paediatrics Grouping,"",693,"",56.3,"",252896,"",389.8931506849315,"",142311,""
2013/14,"",S92000003,d,AG,"",Renal Medicine,"",Medical Grouping,"",190,"",92.7,"",69263,"",175.8958904109589,"",64202,""
2013/14,"",S92000003,d,AH,"",Neurology,"",Medical Grouping,"",92,"",78.7,"",33529,"",72.31232876712329,"",26394,""
2013/14,"",S92000003,d,AM,"",Palliative Medicine,"",Medical Grouping,"",178,"",77.3,"",64919,"",137.4027397260274,"",50152,""
2013/14,"",S92000003,d,AP,"",Rehabilitation Medicine,"",Medical Grouping,"",401,"",81.7,"",146533,"",328.06575342465754,"",119744,""
2013/14,"",S92000003,d,AQ,"",Respiratory Medicine,"",Medical Grouping,"",397,"",95.1,"",144994,"",377.94520547945206,"",137950,""
2013/14,"",S92000003,d,AR,"",Rheumatology,"",Medical Grouping,"",48,"",87.8,"",17620,"",42.367123287671234,"",15464,""
2013/14,"",S92000003,d,AW,"",Allergy,"",Medical Grouping,"",0,"",100,"",4,"",0.010958904109589041,"",4,""
2013/14,"",S92000003,d,C1,"",General Surgery,"",Surgery Grouping,"",1940,"",82.3,"",708075,"",1596.7534246575342,"",582815,""
2013/14,"",S92000003,d,C13,"",Oral and Maxillofacial Surgery,"",Surgery Grouping,"",42,"",93.1,"",15356,"",39.172602739726024,"",14298,""
2013/14,"",S92000003,d,C2,"",Accident & Emergency,"",Emergency Grouping,"",72,"",55.1,"",26397,"",39.81643835616438,"",14533,""
2013/14,"",S92000003,d,C3,"",Anaesthetics,"",Surgery Grouping,"",176,"",62.4,"",64141,"",109.7095890410959,"",40044,""
2013/14,"",S92000003,d,C4,"",Cardiothoracic Surgery,"",Surgery Grouping,"",192,"",78.4,"",69925,"",150.2109589041096,"",54827,""
2013/14,"",S92000003,d,C5,"","Ear, Nose & Throat (ENT)","",Surgery Grouping,"",168,"",65.8,"",61368,"",110.68219178082192,"",40399,""
2013/14,"",S92000003,d,C6,"",Neurosurgery,"",Surgery Grouping,"",172,"",83.1,"",62602,"",142.44383561643835,"",51992,""
2013/14,"",S92000003,d,C7,"",Ophthalmology,"",Surgery Grouping,"",58,"",63.7,"",21171,"",36.967123287671235,"",13493,""
2013/14,"",S92000003,d,C8,"",Trauma and Orthopaedic Surgery,"",Surgery Grouping,"",1362,"",78.5,"",497244,"",1070.0575342465754,"",390571,""
2013/14,"",S92000003,d,C9,"",Plastic Surgery,"",Surgery Grouping,"",127,"",65.4,"",46251,"",82.88767123287671,"",30254,""
2013/14,"",S92000003,d,CA,"",Paediatric Surgery,"",Paediatrics Grouping,"",65,"",62.3,"",23724,"",40.48219178082192,"",14776,""
2013/14,"",S92000003,d,CB,"",Urology,"",Surgery Grouping,"",296,"",86,"",108116,"",254.84657534246574,"",93019,""
2013/14,"",S92000003,d,D1,"",Community Dental Practice,"",Dental Grouping,"",0,"",100,"",31,"",0.08493150684931507,"",31,""
2013/14,"",S92000003,d,D3,"",Oral Surgery,"",Dental Grouping,"",8,"",66,"",2904,"",5.249315068493151,"",1916,""
2013/14,"",S92000003,d,D5,"",Orthodontics,"",Dental Grouping,"",0,"",100,"",2,"",0.005479452054794521,"",2,""
2013/14,"",S92000003,d,D6,"",Restorative Dentistry,"",Dental Grouping,"",0,"",100,"",5,"",0.0136986301369863,"",5,""
2013/14,"",S92000003,d,D8,"",Paediatric Dentistry,"",Paediatrics Grouping,"",1,"",50,"",384,"",0.5260273972602739,"",192,""
2013/14,"",S92000003,d,E11,"",GP Obstetrics,"",Women and Newborn Grouping,"",22,"",22,"",8109,"",4.887671232876713,"",1784,""
2013/14,"",S92000003,d,E12,"",GP Other than Obstetrics,"",Community Grouping,"",1145,"",77.2,"",418084,"",883.8739726027397,"",322614,""
2013/14,"",S92000003,d,F2,"",Gynaecology,"",Women and Newborn Grouping,"",229,"",62,"",83607,"",142.07945205479453,"",51859,""
2013/14,"",S92000003,d,F3,"",Obstetrics,"",Women and Newborn Grouping,"",735,"",63.4,"",268140,"",465.9178082191781,"",170060,""
2013/14,"",S92000003,d,G1,"",General Psychiatry (Mental Illness),"",Mental Health Grouping,"",1936,"",82.8,"",706543,"",1601.8328767123287,"",584669,""
2013/14,"",S92000003,d,G2,"",Child & Adolescent Psychiatry,"",Mental Health Grouping,"",46,"",93.7,"",16947,"",43.52328767123288,"",15886,""
2013/14,"",S92000003,d,G3,"",Forensic Psychiatry,"",Mental Health Grouping,"",304,"",86.8,"",110849,"",263.71232876712327,"",96255,""
2013/14,"",S92000003,d,G4,"",Psychiatry of Old Age,"",Mental Health Grouping,"",2095,"",77.4,"",764659,"",1622.2219178082191,"",592111,""
2013/14,"",S92000003,d,G5,"",Learning Disability,"",Learning Disability Grouping,"",301,"",87.1,"",109751,"",261.93150684931504,"",95605,""
2013/14,"",S92000003,d,GLS,"",Geriatric Medicine - long stay unit,"",Other Grouping,"",1386,"",84.1,"",505753,"",1165.7068493150684,"",425483,""
2013/14,"",S92000003,d,H1,"",Clinical Radiology,"",Medical Grouping,"",0,"",100,"",147,"",0.40273972602739727,"",147,""
2013/14,"",S92000003,d,H2,"",Clinical Oncology,"",Medical Grouping,"",173,"",85.4,"",63264,"",147.93698630136987,"",53997,""
2013/14,"",S92000003,d,J4,"",Haematology,"",Medical Grouping,"",211,"",82.9,"",77075,"",175.14246575342466,"",63927,""
2013/14,"",S92000003,d,J5,"",Immunology,"",Medical Grouping,"",0,"",100,"",37,"",0.10136986301369863,"",37,""
2013/14,"",S92000003,d,T2,"",Midwifery,"",Women and Newborn Grouping,"",10,"",39.7,"",3651,"",3.967123287671233,"",1448,""
2013/14,"",S92000003,d,T21,"",Community Midwifery,"",Women and Newborn Grouping,"",26,"",21.1,"",9531,"",5.512328767123288,"",2012,""
2013/14,"",S92000003,d,XSU,"",Unspecified,"",Other Grouping,"",96,"",0,"",34911,"",0,"",0,""
2013/14,"",S92000003,d,,z,All Acute Specialties,d,All Acute Specialties,d,13966,"",86.1,"",5097482,"",12025.882191780822,"",4389447,""
2013/14,"",S92000003,d,,z,All Specialties,d,All Specialties,d,23141,"",82,"",8446304,"",18970.55890410959,"",6924254,""
2013/14,"",S92000003,d,,z,Community Grouping,d,Community Grouping,"",1145,"",77.2,"",418084,"",883.8739726027397,"",322614,""
2013/14,"",S92000003,d,,z,Dental Grouping,d,Dental Grouping,"",8,"",66.4,"",2942,"",5.353424657534247,"",1954,""
2013/14,"",S92000003,d,,z,Emergency Grouping,d,Emergency Grouping,"",72,"",55.1,"",26397,"",39.81643835616438,"",14533,""
2013/14,"",S92000003,d,,z,Learning Disability Grouping,d,Learning Disability Grouping,"",301,"",87.1,"",109751,"",261.93150684931504,"",95605,""
2013/14,"",S92000003,d,,z,Medical Grouping,d,Medical Grouping,"",9434,"",89.4,"",3443233,"",8432.150684931506,"",3077735,""
2013/14,"",S92000003,d,,z,Mental Health Grouping,d,Mental Health Grouping,"",4381,"",80.6,"",1598998,"",3531.290410958904,"",1288921,""
2013/14,"",S92000003,d,,z,Other Grouping,d,Other Grouping,"",1487,"",78.6,"",542608,"",1169.145205479452,"",426738,""
2013/14,"",S92000003,d,,z,Paediatrics Grouping,d,Paediatrics Grouping,"",759,"",56.8,"",277004,"",430.9013698630137,"",157279,""
2013/14,"",S92000003,d,,z,Surgery Grouping,d,Surgery Grouping,"",4532,"",79.3,"",1654249,"",3593.731506849315,"",1311712,""
2013/14,"",S92000003,d,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,"",1022,"",60.9,"",373038,"",622.3643835616439,"",227163,""
